station_id,station_name,datetime,temperature,rainfall
C0Z310,清水斷崖,2020/1/1 12:00,17.3,0.5
C0Z310,清水斷崖,2020/1/2 12:00,18.5,0
C0Z310,清水斷崖,2020/1/3 12:00,19.5,0
C0Z310,清水斷崖,2020/1/4 12:00,19.8,1
C0Z310,清水斷崖,2020/1/5 12:00,20.1,0.5
C0Z310,清水斷崖,2020/1/6 12:00,20.6,22
C0Z310,清水斷崖,2020/1/7 12:00,22,0
C0Z310,清水斷崖,2020/1/8 12:00,19.3,0
C0Z310,清水斷崖,2020/1/9 12:00,18.2,0
C0Z310,清水斷崖,2020/1/10 12:00,19,2.5
C0Z310,清水斷崖,2020/1/11 12:00,20.1,1.5
C0Z310,清水斷崖,2020/1/12 12:00,16.9,0.5
C0Z310,清水斷崖,2020/1/13 12:00,16.9,3
C0Z310,清水斷崖,2020/1/14 12:00,19,0
C0Z310,清水斷崖,2020/1/15 12:00,18.9,0
C0Z310,清水斷崖,2020/1/16 12:00,20,0
C0Z310,清水斷崖,2020/1/17 12:00,18.2,0.5
C0Z310,清水斷崖,2020/1/18 12:00,16.1,0
C0Z310,清水斷崖,2020/1/19 12:00,17.2,0
C0Z310,清水斷崖,2020/1/20 12:00,17.3,0
C0Z310,清水斷崖,2020/1/21 12:00,17.8,0
C0Z310,清水斷崖,2020/1/22 12:00,21.2,0
C0Z310,清水斷崖,2020/1/23 12:00,22.1,0.5
C0Z310,清水斷崖,2020/1/24 12:00,22.7,0
C0Z310,清水斷崖,2020/1/25 12:00,22,14
C0Z310,清水斷崖,2020/1/26 12:00,20.1,11.5
C0Z310,清水斷崖,2020/1/27 12:00,18.1,0.5
C0Z310,清水斷崖,2020/1/28 12:00,15.9,0
C0Z310,清水斷崖,2020/1/29 12:00,14.6,0
C0Z310,清水斷崖,2020/1/30 12:00,13.3,0
C0Z310,清水斷崖,2020/1/31 12:00,13.3,0
C0Z310,清水斷崖,2020/2/1 12:00,14.7,0
C0Z310,清水斷崖,2020/2/2 12:00,16.5,0
C0Z310,清水斷崖,2020/2/3 12:00,18.7,2
C0Z310,清水斷崖,2020/2/4 12:00,18.2,3.5
C0Z310,清水斷崖,2020/2/5 12:00,17.4,0.5
C0Z310,清水斷崖,2020/2/6 12:00,18.5,0
C0Z310,清水斷崖,2020/2/7 12:00,19.6,0
C0Z310,清水斷崖,2020/2/8 12:00,17.7,0
C0Z310,清水斷崖,2020/2/9 12:00,16.6,0
C0Z310,清水斷崖,2020/2/10 12:00,16.6,0
C0Z310,清水斷崖,2020/2/11 12:00,19.5,0
C0Z310,清水斷崖,2020/2/12 12:00,21.8,15
C0Z310,清水斷崖,2020/2/13 12:00,21.9,0.5
C0Z310,清水斷崖,2020/2/14 12:00,22.9,0
C0Z310,清水斷崖,2020/2/15 12:00,23.1,0.5
C0Z310,清水斷崖,2020/2/16 12:00,17.3,0.5
C0Z310,清水斷崖,2020/2/17 12:00,12.9,0
C0Z310,清水斷崖,2020/2/18 12:00,13.7,0
C0Z310,清水斷崖,2020/2/19 12:00,16.5,0
C0Z310,清水斷崖,2020/2/20 12:00,17.5,9
C0Z310,清水斷崖,2020/2/21 12:00,19.4,0
C0Z310,清水斷崖,2020/2/22 12:00,19.5,5.5
C0Z310,清水斷崖,2020/2/23 12:00,17.9,8.5
C0Z310,清水斷崖,2020/2/24 12:00,19.5,0
C0Z310,清水斷崖,2020/2/25 12:00,22.5,0
C0Z310,清水斷崖,2020/2/26 12:00,22.1,0.5
C0Z310,清水斷崖,2020/2/27 12:00,20.3,0
C0Z310,清水斷崖,2020/2/28 12:00,21.3,24
C0Z310,清水斷崖,2020/2/29 12:00,21,1
C0Z310,清水斷崖,2020/3/1 12:00,21.7,0
C0Z310,清水斷崖,2020/3/2 12:00,18.7,0.5
C0Z310,清水斷崖,2020/3/3 12:00,19.4,0
C0Z310,清水斷崖,2020/3/4 12:00,19.8,0.5
C0Z310,清水斷崖,2020/3/5 12:00,16.9,3.5
C0Z310,清水斷崖,2020/3/6 12:00,18.6,0.5
C0Z310,清水斷崖,2020/3/7 12:00,21.9,0
C0Z310,清水斷崖,2020/3/8 12:00,21.5,15.5
C0Z310,清水斷崖,2020/3/9 12:00,23.2,0
C0Z310,清水斷崖,2020/3/10 12:00,19.1,19
C0Z310,清水斷崖,2020/3/11 12:00,16.7,0
C0Z310,清水斷崖,2020/3/12 12:00,19.8,0
C0Z310,清水斷崖,2020/3/13 12:00,21.7,2
C0Z310,清水斷崖,2020/3/14 12:00,17.1,8.5
C0Z310,清水斷崖,2020/3/15 12:00,16.4,0
C0Z310,清水斷崖,2020/3/16 12:00,17.6,0
C0Z310,清水斷崖,2020/3/17 12:00,19.5,0
C0Z310,清水斷崖,2020/3/18 12:00,20.5,0
C0Z310,清水斷崖,2020/3/19 12:00,21.3,4.5
C0Z310,清水斷崖,2020/3/20 12:00,19.4,5.5
C0Z310,清水斷崖,2020/3/21 12:00,22.2,0
C0Z310,清水斷崖,2020/3/22 12:00,24.1,0
C0Z310,清水斷崖,2020/3/23 12:00,21.4,5.5
C0Z310,清水斷崖,2020/3/24 12:00,21.7,0
C0Z310,清水斷崖,2020/3/25 12:00,23,0
C0Z310,清水斷崖,2020/3/26 12:00,23.8,22
C0Z310,清水斷崖,2020/3/27 12:00,23.7,46
C0Z310,清水斷崖,2020/3/28 12:00,20.3,1.5
C0Z310,清水斷崖,2020/3/29 12:00,17.9,0
C0Z310,清水斷崖,2020/3/30 12:00,21.6,0
C0Z310,清水斷崖,2020/3/31 12:00,21.4,0
C0Z310,清水斷崖,2020/4/1 12:00,19.9,0
C0Z310,清水斷崖,2020/4/2 12:00,19,2.5
C0Z310,清水斷崖,2020/4/3 12:00,20.8,18.5
C0Z310,清水斷崖,2020/4/4 12:00,19.4,1
C0Z310,清水斷崖,2020/4/5 12:00,18.3,0
C0Z310,清水斷崖,2020/4/6 12:00,18.4,7.5
C0Z310,清水斷崖,2020/4/7 12:00,19,2.5
C0Z310,清水斷崖,2020/4/8 12:00,20.6,0
C0Z310,清水斷崖,2020/4/9 12:00,20.2,0
C0Z310,清水斷崖,2020/4/10 12:00,20.1,1
C0Z310,清水斷崖,2020/4/11 12:00,21.3,0
C0Z310,清水斷崖,2020/4/12 12:00,18,1.5
C0Z310,清水斷崖,2020/4/13 12:00,18,0.5
C0Z310,清水斷崖,2020/4/14 12:00,18.5,0
C0Z310,清水斷崖,2020/4/15 12:00,20.1,0
C0Z310,清水斷崖,2020/4/16 12:00,20.7,0
C0Z310,清水斷崖,2020/4/17 12:00,23.2,0
C0Z310,清水斷崖,2020/4/18 12:00,24.4,0
C0Z310,清水斷崖,2020/4/19 12:00,24.8,5.5
C0Z310,清水斷崖,2020/4/20 12:00,23,0
C0Z310,清水斷崖,2020/4/21 12:00,23.4,0
C0Z310,清水斷崖,2020/4/22 12:00,21,0.5
C0Z310,清水斷崖,2020/4/23 12:00,19.1,7
C0Z310,清水斷崖,2020/4/24 12:00,17.4,3.5
C0Z310,清水斷崖,2020/4/25 12:00,19.9,0
C0Z310,清水斷崖,2020/4/26 12:00,21.8,0
C0Z310,清水斷崖,2020/4/27 12:00,21,2
C0Z310,清水斷崖,2020/4/28 12:00,21,4
C0Z310,清水斷崖,2020/4/29 12:00,21.3,0.5
C0Z310,清水斷崖,2020/4/30 12:00,23,1
C0Z310,清水斷崖,2020/5/1 12:00,24.4,0
C0Z310,清水斷崖,2020/5/2 12:00,24.9,2
C0Z310,清水斷崖,2020/5/3 12:00,25.5,0
C0Z310,清水斷崖,2020/5/4 12:00,26,0
C0Z310,清水斷崖,2020/5/5 12:00,25.8,0
C0Z310,清水斷崖,2020/5/6 12:00,24.8,0
C0Z310,清水斷崖,2020/5/7 12:00,23.8,2.5
C0Z310,清水斷崖,2020/5/8 12:00,23.9,30.5
C0Z310,清水斷崖,2020/5/9 12:00,25.8,1.5
C0Z310,清水斷崖,2020/5/10 12:00,26.8,1.5
C0Z310,清水斷崖,2020/5/11 12:00,25.5,0.5
C0Z310,清水斷崖,2020/5/12 12:00,23.7,3.5
C0Z310,清水斷崖,2020/5/13 12:00,23.7,0
C0Z310,清水斷崖,2020/5/14 12:00,24.9,0
C0Z310,清水斷崖,2020/5/15 12:00,25.9,4
C0Z310,清水斷崖,2020/5/16 12:00,25.9,7.5
C0Z310,清水斷崖,2020/5/17 12:00,24.2,38
C0Z310,清水斷崖,2020/5/18 12:00,24.1,1.5
C0Z310,清水斷崖,2020/5/19 12:00,24.1,3.5
C0Z310,清水斷崖,2020/5/20 12:00,23.5,0.5
C0Z310,清水斷崖,2020/5/21 12:00,23.9,2
C0Z310,清水斷崖,2020/5/22 12:00,23.9,13.5
C0Z310,清水斷崖,2020/5/23 12:00,24,18
C0Z310,清水斷崖,2020/5/24 12:00,23.4,18
C0Z310,清水斷崖,2020/5/25 12:00,24.6,8.5
C0Z310,清水斷崖,2020/5/26 12:00,25.5,6
C0Z310,清水斷崖,2020/5/27 12:00,24.2,12
C0Z310,清水斷崖,2020/5/28 12:00,23.9,11.5
C0Z310,清水斷崖,2020/5/29 12:00,25.4,1
C0Z310,清水斷崖,2020/5/30 12:00,26.7,0
C0Z310,清水斷崖,2020/5/31 12:00,27.6,0
C0Z310,清水斷崖,2020/6/1 12:00,27.2,8.5
C0Z310,清水斷崖,2020/6/2 12:00,27.2,0
C0Z310,清水斷崖,2020/6/3 12:00,27.8,0
C0Z310,清水斷崖,2020/6/4 12:00,28.1,0
C0Z310,清水斷崖,2020/6/5 12:00,28.6,0
C0Z310,清水斷崖,2020/6/6 12:00,28.4,0
C0Z310,清水斷崖,2020/6/7 12:00,26.3,68
C0Z310,清水斷崖,2020/6/8 12:00,25.9,0
C0Z310,清水斷崖,2020/6/9 12:00,26.4,0.5
C0Z310,清水斷崖,2020/6/10 12:00,27,1.5
C0Z310,清水斷崖,2020/6/11 12:00,27.3,41
C0Z310,清水斷崖,2020/6/12 12:00,28.1,0
C0Z310,清水斷崖,2020/6/13 12:00,28,0
C0Z310,清水斷崖,2020/6/14 12:00,28.4,18
C0Z310,清水斷崖,2020/6/15 12:00,27.9,0
C0Z310,清水斷崖,2020/6/16 12:00,28.4,0
C0Z310,清水斷崖,2020/6/17 12:00,28.2,0
C0Z310,清水斷崖,2020/6/18 12:00,28.2,0
C0Z310,清水斷崖,2020/6/19 12:00,28,0
C0Z310,清水斷崖,2020/6/20 12:00,28.3,0
C0Z310,清水斷崖,2020/6/21 12:00,28,0
C0Z310,清水斷崖,2020/6/22 12:00,28.7,0
C0Z310,清水斷崖,2020/6/23 12:00,28.9,0
C0Z310,清水斷崖,2020/6/24 12:00,28.7,0
C0Z310,清水斷崖,2020/6/25 12:00,28.8,0
C0Z310,清水斷崖,2020/6/26 12:00,28.8,0
C0Z310,清水斷崖,2020/6/27 12:00,28.5,0
C0Z310,清水斷崖,2020/6/28 12:00,28.9,0
C0Z310,清水斷崖,2020/6/29 12:00,28.3,6
C0Z310,清水斷崖,2020/6/30 12:00,28.1,0
C0Z310,清水斷崖,2020/7/1 12:00,27.7,6.5
C0Z310,清水斷崖,2020/7/2 12:00,26.9,125.5
C0Z310,清水斷崖,2020/7/3 12:00,27.2,0
C0Z310,清水斷崖,2020/7/4 12:00,28.3,0
C0Z310,清水斷崖,2020/7/5 12:00,28,48
C0Z310,清水斷崖,2020/7/6 12:00,27.8,27.5
C0Z310,清水斷崖,2020/7/7 12:00,28,0
C0Z310,清水斷崖,2020/7/8 12:00,28.5,0
C0Z310,清水斷崖,2020/7/9 12:00,28.2,0
C0Z310,清水斷崖,2020/7/10 12:00,29.1,0
C0Z310,清水斷崖,2020/7/11 12:00,29,0
C0Z310,清水斷崖,2020/7/12 12:00,29,0
C0Z310,清水斷崖,2020/7/13 12:00,28.8,0
C0Z310,清水斷崖,2020/7/14 12:00,29,0
C0Z310,清水斷崖,2020/7/15 12:00,28.9,0
C0Z310,清水斷崖,2020/7/16 12:00,28.7,0.5
C0Z310,清水斷崖,2020/7/17 12:00,29.1,0
C0Z310,清水斷崖,2020/7/18 12:00,29.5,0
C0Z310,清水斷崖,2020/7/19 12:00,27.7,145.5
C0Z310,清水斷崖,2020/7/20 12:00,28.5,0
C0Z310,清水斷崖,2020/7/21 12:00,29.3,0
C0Z310,清水斷崖,2020/7/22 12:00,29.2,0
C0Z310,清水斷崖,2020/7/23 12:00,29.7,0
C0Z310,清水斷崖,2020/7/24 12:00,29.9,0
C0Z310,清水斷崖,2020/7/25 12:00,28.9,0.5
C0Z310,清水斷崖,2020/7/26 12:00,28.6,23.5
C0Z310,清水斷崖,2020/7/27 12:00,28.4,0.5
C0Z310,清水斷崖,2020/7/28 12:00,28.2,2.5
C0Z310,清水斷崖,2020/7/29 12:00,28.8,0
C0Z310,清水斷崖,2020/7/30 12:00,26.6,4.5
C0Z310,清水斷崖,2020/7/31 12:00,28,1.5
C0Z310,清水斷崖,2020/8/1 12:00,29,0
C0Z310,清水斷崖,2020/8/2 12:00,29,0
C0Z310,清水斷崖,2020/8/3 12:00,28.5,0
C0Z310,清水斷崖,2020/8/4 12:00,27.9,35.5
C0Z310,清水斷崖,2020/8/5 12:00,28.3,0.5
C0Z310,清水斷崖,2020/8/6 12:00,28.6,0
C0Z310,清水斷崖,2020/8/7 12:00,29.1,0
C0Z310,清水斷崖,2020/8/8 12:00,28.6,0
C0Z310,清水斷崖,2020/8/9 12:00,29.4,0
C0Z310,清水斷崖,2020/8/10 12:00,28.4,5.5
C0Z310,清水斷崖,2020/8/11 12:00,27.3,0.5
C0Z310,清水斷崖,2020/8/12 12:00,28.5,0
C0Z310,清水斷崖,2020/8/13 12:00,28.9,0
C0Z310,清水斷崖,2020/8/14 12:00,29,0
C0Z310,清水斷崖,2020/8/15 12:00,29.1,0
C0Z310,清水斷崖,2020/8/16 12:00,29.2,0
C0Z310,清水斷崖,2020/8/17 12:00,27.5,0.5
C0Z310,清水斷崖,2020/8/18 12:00,27.6,0.5
C0Z310,清水斷崖,2020/8/19 12:00,28.9,0
C0Z310,清水斷崖,2020/8/20 12:00,29.1,0
C0Z310,清水斷崖,2020/8/21 12:00,28.5,4
C0Z310,清水斷崖,2020/8/22 12:00,26,130.5
C0Z310,清水斷崖,2020/8/23 12:00,28.1,0
C0Z310,清水斷崖,2020/8/24 12:00,28.7,0
C0Z310,清水斷崖,2020/8/25 12:00,28.9,0
C0Z310,清水斷崖,2020/8/26 12:00,28.8,0
C0Z310,清水斷崖,2020/8/27 12:00,28.3,16.5
C0Z310,清水斷崖,2020/8/28 12:00,28.3,0
C0Z310,清水斷崖,2020/8/29 12:00,28.9,0
C0Z310,清水斷崖,2020/8/30 12:00,28.2,0
C0Z310,清水斷崖,2020/8/31 12:00,29.3,0
C0Z310,清水斷崖,2020/9/1 12:00,28.5,0
C0Z310,清水斷崖,2020/9/2 12:00,29.5,0
C0Z310,清水斷崖,2020/9/3 12:00,28.6,0
C0Z310,清水斷崖,2020/9/4 12:00,27.5,28.5
C0Z310,清水斷崖,2020/9/5 12:00,27.6,0
C0Z310,清水斷崖,2020/9/6 12:00,26.8,0
C0Z310,清水斷崖,2020/9/7 12:00,26.8,0
C0Z310,清水斷崖,2020/9/8 12:00,28.2,0
C0Z310,清水斷崖,2020/9/9 12:00,27,2.5
C0Z310,清水斷崖,2020/9/10 12:00,27.7,0
C0Z310,清水斷崖,2020/9/11 12:00,27.6,11.5
C0Z310,清水斷崖,2020/9/12 12:00,27.1,4.5
C0Z310,清水斷崖,2020/9/13 12:00,27,0
C0Z310,清水斷崖,2020/9/14 12:00,27.5,2
C0Z310,清水斷崖,2020/9/15 12:00,28.3,0
C0Z310,清水斷崖,2020/9/16 12:00,28.6,0
C0Z310,清水斷崖,2020/9/17 12:00,28.8,0
C0Z310,清水斷崖,2020/9/18 12:00,29.1,0
C0Z310,清水斷崖,2020/9/19 12:00,28.3,21
C0Z310,清水斷崖,2020/9/20 12:00,26.8,0.5
C0Z310,清水斷崖,2020/9/21 12:00,26.6,0.5
C0Z310,清水斷崖,2020/9/22 12:00,25.5,0
C0Z310,清水斷崖,2020/9/23 12:00,26.2,0
C0Z310,清水斷崖,2020/9/24 12:00,25.8,0
C0Z310,清水斷崖,2020/9/25 12:00,24.2,0
C0Z310,清水斷崖,2020/9/26 12:00,24.3,0
C0Z310,清水斷崖,2020/9/27 12:00,23.4,1.5
C0Z310,清水斷崖,2020/9/28 12:00,24.7,1
C0Z310,清水斷崖,2020/9/29 12:00,24.6,0
C0Z310,清水斷崖,2020/9/30 12:00,23.9,0
C0Z310,清水斷崖,2020/10/1 12:00,25.2,0
C0Z310,清水斷崖,2020/10/2 12:00,26.4,0
